0, 0000000000000000000000000000000000000000000000000000000000000000, 0
1, 0010000000000000000000000000000001000010011000010000000000000000, 0
2, 0010000000000000000000000000000001000010011000011000010100011111, 0
3, 0010000000000000000000000000000001000010011001100000000000000000, 1
4, 0010000000000000000000000000000001000010011110001000010100011111, 0
5, 0010000000000000000000000000000001000010011111011000010100011111, 1
6, 0010000000000000000000000000000001000010011011011000010100011111, 0
7, 0010000000000000000000000000000001000010011010101000010100011111, 0
8, 0010000000000000000000000000000001000010011100101000010100011111, 0
9, 0010000000000000000000000000000001000010011010101000010100011111, 1
10, 0010000000000000000000000000000001000010100001001011110101110001, 1
11, 0010000000000000000000000000000001000010100100110001111010111000, 1
12, 0010000000000000000000000000000001000010101000010110000101001000, 0
13, 0010000000000000000000000000000001000010101001011001111010111000, 1
14, 0010000000000000000000000000000001000010101011001001111010111000, 1
15, 0010000000000000000000000000000001000010101111010110000101001000, 1
16, 0010000000000000000000000000000001000010101000110000000000000000, 1
17, 0010000000000000000000000000000001000010101100000000000000000000, 0
18, 0010000000000000000000000000000001000010101100111011110101110001, 0
19, 0010000000000000000000000000000001000010101101011000000000000000, 0
20, 0010000000000000000000000000000001000010101100111110000101001000, 0
21, 0010000000000000000000000000000001000010101100110000000000000000, 0
22, 0010000000000000000000000000000001000010101101000000000000000000, 0
23, 0010000000000000000000000000000001000010101100101110000101001000, 1
24, 0010000000000000000000000000000001000010100111011001111010111000, 1
25, 0010000000000000000000000000000001000010101001010110000101001000, 0
26, 0010000000000000000000000000000001000010101000101001111010111000, 1
27, 0010000000000000000000000000000001000010101010111000000000000000, 0
28, 0010000000000000000000000000000001000010101100000001111010111000, 0
29, 0010000000000000000000000000000001000010101011101011110101110001, 0
30, 0010000000000000000000000000000001000010101100100000000000000000, 1
31, 0010000000000000000000000000000001000010101011001011110101110001, 1
32, 0010000000000000000000000000000001000010101000100011110101110001, 1
33, 0010000000000000000000000000000001000010100111000011110101110001, 0
34, 0010000000000000000000000000000001000010101000000011110101110001, 1
35, 0010000000000000000000000000000001000010101000101000000000000000, 0
36, 0010000000000000000000000000000001000010100111101110000101001000, 0
37, 0010000000000000000000000000000001000010100111110011110101110001, 1
38, 0010000000000000000000000000000001000010101001011000000000000000, 1
39, 0010000000000000000000000000000001000010101100000011110101110001, 0
40, 0010000000000000000000000000000001000010101100010110000101001000, 1
41, 0010000000000000000000000000000001000010101010111001111010111000, 0
42, 0010000000000000000000000000000001000010101011011001111010111000, 0
43, 0010000000000000000000000000000001000010101011111001111010111000, 1
44, 0010000000000000000000000000000001000010101010011110000101001000, 0
45, 0010000000000000000000000000000001000010101001110001111010111000, 0
46, 0000000000000000000000000000000000000000000000000000000000000000, 1
