0, 0000000000000000000000000000000001000010011000010000000000000000, 000000000000000000000000000000000
2, 0000000000000000000000000000000001000010011000011000010100011111, 000000000000000000000000000000000
4, 0000000000000000000000000000000001000010011001100000000000000000, 000000000000000000000000000000000
6, 0000000000000000000000000000000001000010011110001000010100011111, 000000000000000000000000000000001
8, 0000000000000000000000000000000001000010011111011000010100011111, 000000000000000000000000000000000
10, 0000000000000000000000000000000001000010011011011000010100011111, 000000000000000000000000000000001
12, 0000000000000000000000000000000001000010011010101000010100011111, 000000000000000000000000000000000
14, 0000000000000000000000000000000001000010011100101000010100011111, 000000000000000000000000000000000
16, 0000000000000000000000000000000001000010011010101000010100011111, 000000000000000000000000000000000
18, 0000000000000000000000000000000001000010100001001011110101110001, 000000000000000000000000000000001
20, 0000000000000000000000000000000001000010100100110001111010111000, 000000000000000000000000000000001
22, 0000000000000000000000000000000001000010101000010110000101001000, 000000000000000000000000000000001
24, 0000000000000000000000000000000001000010101001011001111010111000, 000000000000000000000000000000000
26, 0000000000000000000000000000000001000010101011001001111010111000, 000000000000000000000000000000001
28, 0000000000000000000000000000000001000010101111010110000101001000, 000000000000000000000000000000001
30, 0000000000000000000000000000000001000010101000110000000000000000, 000000000000000000000000000000001
32, 0000000000000000000000000000000001000010101100000000000000000000, 000000000000000000000000000000001
34, 0000000000000000000000000000000001000010101100111011110101110001, 000000000000000000000000000000000
36, 0000000000000000000000000000000001000010101101011000000000000000, 000000000000000000000000000000000
38, 0000000000000000000000000000000001000010101100111110000101001000, 000000000000000000000000000000000
40, 0000000000000000000000000000000001000010101100110000000000000000, 000000000000000000000000000000000
42, 0000000000000000000000000000000001000010101101000000000000000000, 000000000000000000000000000000000
44, 0000000000000000000000000000000001000010101100101110000101001000, 000000000000000000000000000000000
46, 0000000000000000000000000000000001000010100111011001111010111000, 000000000000000000000000000000001
48, 0000000000000000000000000000000001000010101001010110000101001000, 000000000000000000000000000000001
50, 0000000000000000000000000000000001000010101000101001111010111000, 000000000000000000000000000000000
51, 0000000000000000000000000000000001000010101010111000000000000000, 000000000000000000000000000000001
54, 0000000000000000000000000000000001000010101100000001111010111000, 000000000000000000000000000000000
55, 0000000000000000000000000000000001000010101011101011110101110001, 000000000000000000000000000000000
57, 0000000000000000000000000000000001000010101100100000000000000000, 000000000000000000000000000000001
58, 0000000000000000000000000000000001000010101011001011110101110001, 000000000000000000000000000000001
59, 0000000000000000000000000000000001000010101000100011110101110001, 000000000000000000000000000000000
60, 0000000000000000000000000000000001000010100111000011110101110001, 000000000000000000000000000000000
61, 0000000000000000000000000000000001000010101000000011110101110001, 000000000000000000000000000000001
62, 0000000000000000000000000000000001000010101000101000000000000000, 000000000000000000000000000000001
63, 0000000000000000000000000000000001000010100111101110000101001000, 000000000000000000000000000000001
64, 0000000000000000000000000000000001000010100111110011110101110001, 000000000000000000000000000000000
65, 0000000000000000000000000000000001000010101001011000000000000000, 000000000000000000000000000000001
66, 0000000000000000000000000000000001000010101100000011110101110001, 000000000000000000000000000000000
67, 0000000000000000000000000000000001000010101100010110000101001000, 000000000000000000000000000000000
68, 0000000000000000000000000000000001000010101010111001111010111000, 000000000000000000000000000000001
69, 0000000000000000000000000000000001000010101011011001111010111000, 000000000000000000000000000000000
70, 0000000000000000000000000000000001000010101011111001111010111000, 000000000000000000000000000000001
71, 0000000000000000000000000000000001000010101010011110000101001000, 000000000000000000000000000000000
72, 0000000000000000000000000000000001000010101001110001111010111000, 000000000000000000000000000000001
73, 0000000000000000000000000000000001000010101010101110000101001000, 000000000000000000000000000000000
74, 0000000000000000000000000000000000000000000000000000000000000000, 000000000000000000000000000000001
